Loan ID,Month,Origination Date,Loan Age,Quarter,FICO Score,LTV,Interest Rate,DSCR,Credit Utilization,Credit Score,Original Balance,Current Balance
LOAN_000466,8,12/16/2019,8,2020Q3,687,81.61,4.59,1.42,37.1,689,400264,320772
LOAN_000466,9,12/16/2019,9,2020Q3,687,81.61,4.59,1.21,37.9,689,400264,310836
LOAN_000466,10,12/16/2019,10,2020Q4,687,81.61,4.59,1.25,32.9,689,400264,300899
LOAN_000466,11,12/16/2019,11,2020Q4,687,81.61,4.59,1.37,34.1,689,400264,290963
LOAN_000466,12,12/16/2019,12,2020Q4,687,81.61,4.59,1.24,38.5,689,400264,281026
LOAN_000466,1,12/16/2019,13,2021Q1,687,81.61,4.59,1.34,34.9,689,400264,271090
LOAN_000467,2,1/8/2022,1,2022Q1,686,80.73,4.492,1.97,32.4,689,590440,576217
LOAN_000467,3,1/8/2022,2,2022Q1,686,80.73,4.492,1.96,40.5,689,590440,561994
LOAN_000467,4,1/8/2022,3,2022Q2,686,80.73,4.492,1.8,40.6,689,590440,547771
LOAN_000468,12,11/1/2022,1,2022Q4,712,73.32,3.997,1.78,33.5,708,370486,363893
LOAN_000468,1,11/1/2022,2,2023Q1,712,73.32,3.997,1.64,41.9,708,370486,357300
LOAN_000468,2,11/1/2022,3,2023Q1,712,73.32,3.997,1.96,34.5,708,370486,350707
LOAN_000468,3,11/1/2022,4,2023Q1,712,73.32,3.997,1.94,29,708,370486,344114
LOAN_000468,4,11/1/2022,5,2023Q2,712,73.32,3.997,2.01,32.7,708,370486,337521
LOAN_000468,5,11/1/2022,6,2023Q2,712,73.32,3.997,1.94,51.4,708,370486,330928
LOAN_000468,6,11/1/2022,7,2023Q2,712,73.32,3.997,1.81,36.9,708,370486,324335
LOAN_000468,7,11/1/2022,8,2023Q3,712,73.32,3.997,1.87,34.9,708,370486,317742
LOAN_000468,8,11/1/2022,9,2023Q3,712,73.32,3.997,1.77,37.7,708,370486,311149
LOAN_000468,9,11/1/2022,10,2023Q3,712,73.32,3.997,2.03,28.5,708,370486,304556
LOAN_000468,10,11/1/2022,11,2023Q4,712,73.32,3.997,2.04,34.9,708,370486,297964
LOAN_000468,11,11/1/2022,12,2023Q4,712,73.32,3.997,1.96,35.7,708,370486,291371
LOAN_000468,12,11/1/2022,13,2023Q4,712,73.32,3.997,1.89,32.3,708,370486,284778
LOAN_000468,1,11/1/2022,14,2024Q1,712,73.32,3.997,1.89,38.7,708,370486,278185
LOAN_000468,2,11/1/2022,15,2024Q1,712,73.32,3.997,1.9,39.8,708,370486,271592
LOAN_000468,3,11/1/2022,16,2024Q1,712,73.32,3.997,1.78,28,708,370486,264999
LOAN_000468,4,11/1/2022,17,2024Q2,712,73.32,3.997,2,33,708,370486,258406
LOAN_000468,5,11/1/2022,18,2024Q2,712,73.32,3.997,1.98,30.5,708,370486,251813
LOAN_000468,6,11/1/2022,19,2024Q2,712,73.32,3.997,1.97,34.4,708,370486,245220
LOAN_000469,11,10/15/2021,1,2021Q4,726,78.52,3.985,1.72,34.2,733,338660,331947
LOAN_000469,12,10/15/2021,2,2021Q4,726,78.52,3.985,1.64,30.2,733,338660,325234
LOAN_000469,1,10/15/2021,3,2022Q1,726,78.52,3.985,1.66,26.8,733,338660,318522
LOAN_000469,2,10/15/2021,4,2022Q1,726,78.52,3.985,1.83,33.8,733,338660,311809
LOAN_000469,3,10/15/2021,5,2022Q1,726,78.52,3.985,1.83,32.8,733,338660,305097
LOAN_000469,4,10/15/2021,6,2022Q2,726,78.52,3.985,1.67,28.6,733,338660,298384
LOAN_000469,5,10/15/2021,7,2022Q2,726,78.52,3.985,1.67,26.7,733,338660,291672
LOAN_000469,6,10/15/2021,8,2022Q2,726,78.52,3.985,1.99,34.2,733,338660,284959
LOAN_000469,7,10/15/2021,9,2022Q3,726,78.52,3.985,1.75,27.2,733,338660,278247
LOAN_000469,8,10/15/2021,10,2022Q3,726,78.52,3.985,1.76,33.5,733,338660,271534
LOAN_000469,9,10/15/2021,11,2022Q3,726,78.52,3.985,1.73,34.1,733,338660,264822
LOAN_000469,10,10/15/2021,12,2022Q4,726,78.52,3.985,1.77,29,733,338660,258109
LOAN_000469,11,10/15/2021,13,2022Q4,726,78.52,3.985,1.92,34.1,733,338660,251396
LOAN_000469,12,10/15/2021,14,2022Q4,726,78.52,3.985,1.76,34.3,733,338660,244684
LOAN_000469,1,10/15/2021,15,2023Q1,726,78.52,3.985,1.89,36.6,733,338660,237971
LOAN_000469,2,10/15/2021,16,2023Q1,726,78.52,3.985,1.77,30.9,733,338660,231259
LOAN_000469,3,10/15/2021,17,2023Q1,726,78.52,3.985,1.87,30.3,733,338660,224546
LOAN_000469,4,10/15/2021,18,2023Q2,726,78.52,3.985,1.65,32.8,733,338660,217834
LOAN_000469,5,10/15/2021,19,2023Q2,726,78.52,3.985,1.94,34.5,733,338660,211121
LOAN_000469,6,10/15/2021,20,2023Q2,726,78.52,3.985,1.74,40.3,733,338660,204409
LOAN_000469,7,10/15/2021,21,2023Q3,726,78.52,3.985,1.98,29,733,338660,197696
LOAN_000469,8,10/15/2021,22,2023Q3,726,78.52,3.985,1.83,40.3,733,338660,190984
LOAN_000470,11,10/5/2023,1,2023Q4,704,84.37,4.42,2.21,44.3,689,446863,439476
LOAN_000470,12,10/5/2023,2,2023Q4,704,84.37,4.42,2.38,34.5,689,446863,432089
LOAN_000470,1,10/5/2023,3,2024Q1,704,84.37,4.42,2.12,33.1,689,446863,424703
LOAN_000470,2,10/5/2023,4,2024Q1,704,84.37,4.42,2.38,32.6,689,446863,417316
LOAN_000470,3,10/5/2023,5,2024Q1,704,84.37,4.42,2.43,35,689,446863,409929
LOAN_000470,4,10/5/2023,6,2024Q2,704,84.37,4.42,2.18,38.3,689,446863,402543
LOAN_000470,5,10/5/2023,7,2024Q2,704,84.37,4.42,2.15,34.9,689,446863,395156
LOAN_000470,6,10/5/2023,8,2024Q2,704,84.37,4.42,2.69,31.3,689,446863,387769
LOAN_000470,7,10/5/2023,9,2024Q3,704,84.37,4.42,2.33,39.7,689,446863,380383
LOAN_000470,8,10/5/2023,10,2024Q3,704,84.37,4.42,2.4,31.5,689,446863,372996
LOAN_000470,9,10/5/2023,11,2024Q3,704,84.37,4.42,2.43,40.1,689,446863,365610
LOAN_000470,10,10/5/2023,12,2024Q4,704,84.37,4.42,2.09,43.8,689,446863,358223
LOAN_000470,11,10/5/2023,13,2024Q4,704,84.37,4.42,2.14,29.1,689,446863,350836
LOAN_000470,12,10/5/2023,14,2024Q4,704,84.37,4.42,2.27,29.9,689,446863,343450
LOAN_000470,1,10/5/2023,15,2025Q1,704,84.37,4.42,2.45,31.8,689,446863,336063
LOAN_000470,2,10/5/2023,16,2025Q1,704,84.37,4.42,2.24,44.2,689,446863,328676
LOAN_000470,3,10/5/2023,17,2025Q1,704,84.37,4.42,2.39,44.4,689,446863,321290
LOAN_000470,4,10/5/2023,18,2025Q2,704,84.37,4.42,2.04,32.4,689,446863,313903
LOAN_000470,5,10/5/2023,19,2025Q2,704,84.37,4.42,2.18,33.6,689,446863,306517
LOAN_000470,6,10/5/2023,20,2025Q2,704,84.37,4.42,2.25,35.7,689,446863,299130
LOAN_000471,6,5/18/2021,1,2021Q2,756,93.05,3.228,1.99,25.8,762,341939,335748
LOAN_000471,7,5/18/2021,2,2021Q3,756,93.05,3.228,2.15,25.9,762,341939,329558
LOAN_000471,8,5/18/2021,3,2021Q3,756,93.05,3.228,2.09,27,762,341939,323368
LOAN_000471,9,5/18/2021,4,2021Q3,756,93.05,3.228,2.04,39.3,762,341939,317178
LOAN_000471,10,5/18/2021,5,2021Q4,756,93.05,3.228,2.21,35,762,341939,310987
LOAN_000471,11,5/18/2021,6,2021Q4,756,93.05,3.228,2.04,34.6,762,341939,304797
LOAN_000471,12,5/18/2021,7,2021Q4,756,93.05,3.228,1.92,32.7,762,341939,298607
LOAN_000471,1,5/18/2021,8,2022Q1,756,93.05,3.228,1.98,25.5,762,341939,292417
LOAN_000471,2,5/18/2021,9,2022Q1,756,93.05,3.228,1.96,40.7,762,341939,286226
LOAN_000471,3,5/18/2021,10,2022Q1,756,93.05,3.228,1.94,25.3,762,341939,280036
LOAN_000471,4,5/18/2021,11,2022Q2,756,93.05,3.228,2.06,32.2,762,341939,273846
LOAN_000471,5,5/18/2021,12,2022Q2,756,93.05,3.228,2.11,34.9,762,341939,267656
LOAN_000471,6,5/18/2021,13,2022Q2,756,93.05,3.228,1.96,22.5,762,341939,261466
LOAN_000471,7,5/18/2021,14,2022Q3,756,93.05,3.228,2.02,36.3,762,341939,255275
LOAN_000471,8,5/18/2021,15,2022Q3,756,93.05,3.228,2.03,35.4,762,341939,249085
LOAN_000471,9,5/18/2021,16,2022Q3,756,93.05,3.228,2.01,24.6,762,341939,242895
LOAN_000471,10,5/18/2021,17,2022Q4,756,93.05,3.228,1.99,24.6,762,341939,236705
LOAN_000471,11,5/18/2021,18,2022Q4,756,93.05,3.228,2.1,30.5,762,341939,230514
LOAN_000471,12,5/18/2021,19,2022Q4,756,93.05,3.228,2.04,21.5,762,341939,224324
LOAN_000471,1,5/18/2021,20,2023Q1,756,93.05,3.228,1.98,26.5,762,341939,218134
LOAN_000471,2,5/18/2021,21,2023Q1,756,93.05,3.228,1.99,30.1,762,341939,211944
LOAN_000471,3,5/18/2021,22,2023Q1,756,93.05,3.228,2.16,36.4,762,341939,205754
LOAN_000472,7,6/17/2021,1,2021Q3,716,82.23,4.524,1.72,41.6,679,368955,361073
LOAN_000472,8,6/17/2021,2,2021Q3,716,82.23,4.524,1.66,35.8,679,368955,353192
LOAN_000472,9,6/17/2021,3,2021Q3,716,82.23,4.524,1.76,45.3,679,368955,345310
LOAN_000472,10,6/17/2021,4,2021Q4,716,82.23,4.524,1.64,32.1,679,368955,337429
LOAN_000472,11,6/17/2021,5,2021Q4,716,82.23,4.524,1.53,24.2,679,368955,329547
LOAN_000472,12,6/17/2021,6,2021Q4,716,82.23,4.524,1.79,29.8,679,368955,321666
LOAN_000472,1,6/17/2021,7,2022Q1,716,82.23,4.524,1.57,35.1,679,368955,313785
LOAN_000472,2,6/17/2021,8,2022Q1,716,82.23,4.524,1.72,28.8,679,368955,305903
LOAN_000472,3,6/17/2021,9,2022Q1,716,82.23,4.524,1.58,41.8,679,368955,298022
LOAN_000473,2,1/19/2020,1,2020Q1,712,86.36,4.046,1.48,28.6,726,281541,276985
LOAN_000473,3,1/19/2020,2,2020Q1,712,86.36,4.046,1.71,36.4,726,281541,272429
LOAN_000473,4,1/19/2020,3,2020Q2,712,86.36,4.046,1.42,34.7,726,281541,267873
LOAN_000473,5,1/19/2020,4,2020Q2,712,86.36,4.046,1.52,37.3,726,281541,263317
LOAN_000473,6,1/19/2020,5,2020Q2,712,86.36,4.046,1.54,39.5,726,281541,258762
LOAN_000473,7,1/19/2020,6,2020Q3,712,86.36,4.046,1.53,39.6,726,281541,254206
LOAN_000473,8,1/19/2020,7,2020Q3,712,86.36,4.046,1.38,30.4,726,281541,249650
LOAN_000473,9,1/19/2020,8,2020Q3,712,86.36,4.046,1.59,30.6,726,281541,245094
LOAN_000473,10,1/19/2020,9,2020Q4,712,86.36,4.046,1.64,34.4,726,281541,240538
LOAN_000473,11,1/19/2020,10,2020Q4,712,86.36,4.046,1.58,40.1,726,281541,235983
LOAN_000473,12,1/19/2020,11,2020Q4,712,86.36,4.046,1.69,34.2,726,281541,231427
LOAN_000473,1,1/19/2020,12,2021Q1,712,86.36,4.046,1.48,35,726,281541,226871
LOAN_000473,2,1/19/2020,13,2021Q1,712,86.36,4.046,1.36,31.2,726,281541,222315
LOAN_000473,3,1/19/2020,14,2021Q1,712,86.36,4.046,1.41,29.2,726,281541,217759
LOAN_000473,4,1/19/2020,15,2021Q2,712,86.36,4.046,1.7,35.6,726,281541,213204
LOAN_000473,5,1/19/2020,16,2021Q2,712,86.36,4.046,1.49,29.1,726,281541,208648
LOAN_000473,6,1/19/2020,17,2021Q2,712,86.36,4.046,1.53,38.6,726,281541,204092
LOAN_000473,7,1/19/2020,18,2021Q3,712,86.36,4.046,1.65,35.1,726,281541,199536
LOAN_000473,8,1/19/2020,19,2021Q3,712,86.36,4.046,1.51,30.3,726,281541,194980
LOAN_000474,6,5/3/2021,1,2021Q2,729,73.56,4.261,2.2,37.9,712,544563,532535
LOAN_000474,7,5/3/2021,2,2021Q3,729,73.56,4.261,2.06,37,712,544563,520507
LOAN_000474,8,5/3/2021,3,2021Q3,729,73.56,4.261,2.14,32.7,712,544563,508479
LOAN_000474,9,5/3/2021,4,2021Q3,729,73.56,4.261,2.33,27.9,712,544563,496451
LOAN_000474,10,5/3/2021,5,2021Q4,729,73.56,4.261,2.04,33.1,712,544563,484423
LOAN_000474,11,5/3/2021,6,2021Q4,729,73.56,4.261,2.28,29.7,712,544563,472395
LOAN_000474,12,5/3/2021,7,2021Q4,729,73.56,4.261,2.09,27.9,712,544563,460367
LOAN_000474,1,5/3/2021,8,2022Q1,729,73.56,4.261,2.24,31.4,712,544563,448339
LOAN_000474,2,5/3/2021,9,2022Q1,729,73.56,4.261,2.23,28.5,712,544563,436311
LOAN_000474,3,5/3/2021,10,2022Q1,729,73.56,4.261,2.2,32.3,712,544563,424283
LOAN_000474,4,5/3/2021,11,2022Q2,729,73.56,4.261,2.19,20.1,712,544563,412255
LOAN_000475,4,3/9/2021,1,2021Q2,654,70.72,4.855,1.73,45.7,635,239724,235604
LOAN_000475,5,3/9/2021,2,2021Q2,654,70.72,4.855,1.61,45.4,635,239724,231484
LOAN_000475,6,3/9/2021,3,2021Q2,654,70.72,4.855,1.59,45.8,635,239724,227365
LOAN_000475,7,3/9/2021,4,2021Q3,654,70.72,4.855,1.61,39.9,635,239724,223245
LOAN_000475,8,3/9/2021,5,2021Q3,654,70.72,4.855,1.49,37.3,635,239724,219126
LOAN_000475,9,3/9/2021,6,2021Q3,654,70.72,4.855,1.78,29.8,635,239724,215006
LOAN_000475,10,3/9/2021,7,2021Q4,654,70.72,4.855,1.68,30.7,635,239724,210886
LOAN_000475,11,3/9/2021,8,2021Q4,654,70.72,4.855,1.58,33.2,635,239724,206767
LOAN_000476,3,2/1/2024,1,2024Q1,678,73.85,4.405,2.16,36.6,657,381845,373132
LOAN_000476,4,2/1/2024,2,2024Q2,678,73.85,4.405,2.1,33.2,657,381845,364420
LOAN_000476,5,2/1/2024,3,2024Q2,678,73.85,4.405,2.02,43.8,657,381845,355708
LOAN_000476,6,2/1/2024,4,2024Q2,678,73.85,4.405,1.93,34.3,657,381845,346996
LOAN_000476,7,2/1/2024,5,2024Q3,678,73.85,4.405,2.2,46.4,657,381845,338283
LOAN_000476,8,2/1/2024,6,2024Q3,678,73.85,4.405,2.06,37,657,381845,329571
LOAN_000476,9,2/1/2024,7,2024Q3,678,73.85,4.405,2.11,33.4,657,381845,320859
LOAN_000476,10,2/1/2024,8,2024Q4,678,73.85,4.405,2.03,39.7,657,381845,312147
LOAN_000476,11,2/1/2024,9,2024Q4,678,73.85,4.405,2.22,34.9,657,381845,303435
LOAN_000476,12,2/1/2024,10,2024Q4,678,73.85,4.405,2.19,45.3,657,381845,294722
LOAN_000476,1,2/1/2024,11,2025Q1,678,73.85,4.405,2.12,33.9,657,381845,286010
LOAN_000476,2,2/1/2024,12,2025Q1,678,73.85,4.405,2.11,39.3,657,381845,277298
LOAN_000476,3,2/1/2024,13,2025Q1,678,73.85,4.405,2.06,40.8,657,381845,268586
LOAN_000476,4,2/1/2024,14,2025Q2,678,73.85,4.405,2.13,45.3,657,381845,259874
LOAN_000476,5,2/1/2024,15,2025Q2,678,73.85,4.405,2.19,34.1,657,381845,251161
LOAN_000476,6,2/1/2024,16,2025Q2,678,73.85,4.405,2.15,32.4,657,381845,242449
LOAN_000477,5,4/9/2023,1,2023Q2,682,85.2,4.98,1.27,35.1,719,425594,415845
LOAN_000477,6,4/9/2023,2,2023Q2,682,85.2,4.98,1.25,24.8,719,425594,406097
LOAN_000477,7,4/9/2023,3,2023Q3,682,85.2,4.98,1.16,28.4,719,425594,396349
LOAN_000477,8,4/9/2023,4,2023Q3,682,85.2,4.98,1.52,38.3,719,425594,386601
LOAN_000477,9,4/9/2023,5,2023Q3,682,85.2,4.98,1.25,45.8,719,425594,376853
LOAN_000477,10,4/9/2023,6,2023Q4,682,85.2,4.98,1.48,36.3,719,425594,367105
LOAN_000477,11,4/9/2023,7,2023Q4,682,85.2,4.98,1.48,30.3,719,425594,357356
LOAN_000477,12,4/9/2023,8,2023Q4,682,85.2,4.98,1.17,43,719,425594,347608
LOAN_000477,1,4/9/2023,9,2024Q1,682,85.2,4.98,1.32,25.1,719,425594,337860
LOAN_000477,2,4/9/2023,10,2024Q1,682,85.2,4.98,1.21,41.5,719,425594,328112
LOAN_000477,3,4/9/2023,11,2024Q1,682,85.2,4.98,1.37,26.7,719,425594,318364
LOAN_000478,1,12/21/2023,1,2024Q1,748,84.91,3.529,1.66,29.1,748,569352,556070
LOAN_000478,2,12/21/2023,2,2024Q1,748,84.91,3.529,1.47,34,748,569352,542789
LOAN_000478,3,12/21/2023,3,2024Q1,748,84.91,3.529,1.61,23.8,748,569352,529508
LOAN_000478,4,12/21/2023,4,2024Q2,748,84.91,3.529,1.5,35.4,748,569352,516227
LOAN_000478,5,12/21/2023,5,2024Q2,748,84.91,3.529,1.58,31.6,748,569352,502946
LOAN_000478,6,12/21/2023,6,2024Q2,748,84.91,3.529,1.6,38.3,748,569352,489665
LOAN_000478,7,12/21/2023,7,2024Q3,748,84.91,3.529,1.6,32.5,748,569352,476384
LOAN_000478,8,12/21/2023,8,2024Q3,748,84.91,3.529,1.53,36,748,569352,463103
LOAN_000478,9,12/21/2023,9,2024Q3,748,84.91,3.529,1.44,34.8,748,569352,449822
LOAN_000478,10,12/21/2023,10,2024Q4,748,84.91,3.529,1.44,35.4,748,569352,436541
LOAN_000479,7,6/9/2023,1,2023Q3,760,76.02,3.673,1.51,30.3,770,562327,548678
LOAN_000479,8,6/9/2023,2,2023Q3,760,76.02,3.673,1.52,26.9,770,562327,535030
LOAN_000479,9,6/9/2023,3,2023Q3,760,76.02,3.673,1.68,26.1,770,562327,521381
LOAN_000479,10,6/9/2023,4,2023Q4,760,76.02,3.673,1.55,30.5,770,562327,507733
LOAN_000479,11,6/9/2023,5,2023Q4,760,76.02,3.673,1.41,28.1,770,562327,494084
LOAN_000479,12,6/9/2023,6,2023Q4,760,76.02,3.673,1.52,33.2,770,562327,480436
LOAN_000479,1,6/9/2023,7,2024Q1,760,76.02,3.673,1.68,16,770,562327,466788
LOAN_000479,2,6/9/2023,8,2024Q1,760,76.02,3.673,1.45,32.7,770,562327,453139
LOAN_000479,3,6/9/2023,9,2024Q1,760,76.02,3.673,1.53,32.1,770,562327,439491
LOAN_000479,4,6/9/2023,10,2024Q2,760,76.02,3.673,1.4,31.5,770,562327,425842
LOAN_000479,5,6/9/2023,11,2024Q2,760,76.02,3.673,1.51,29.4,770,562327,412194
LOAN_000479,6,6/9/2023,12,2024Q2,760,76.02,3.673,1.49,35.2,770,562327,398546
LOAN_000479,7,6/9/2023,13,2024Q3,760,76.02,3.673,1.39,31.2,770,562327,384897
LOAN_000479,8,6/9/2023,14,2024Q3,760,76.02,3.673,1.57,29.4,770,562327,371249
LOAN_000479,9,6/9/2023,15,2024Q3,760,76.02,3.673,1.45,25.6,770,562327,357600
LOAN_000479,10,6/9/2023,16,2024Q4,760,76.02,3.673,1.35,24.2,770,562327,343952
LOAN_000479,11,6/9/2023,17,2024Q4,760,76.02,3.673,1.54,24.7,770,562327,330304
LOAN_000480,4,3/23/2022,1,2022Q2,687,85.19,4.566,2.18,40.9,681,431408,421417
LOAN_000480,5,3/23/2022,2,2022Q2,687,85.19,4.566,1.97,44.9,681,431408,411426
LOAN_000480,6,3/23/2022,3,2022Q2,687,85.19,4.566,2.01,32.8,681,431408,401436
LOAN_000480,7,3/23/2022,4,2022Q3,687,85.19,4.566,2.2,32,681,431408,391445
LOAN_000480,8,3/23/2022,5,2022Q3,687,85.19,4.566,2.03,31.3,681,431408,381455
LOAN_000480,9,3/23/2022,6,2022Q3,687,85.19,4.566,2.14,28.2,681,431408,371464
LOAN_000480,10,3/23/2022,7,2022Q4,687,85.19,4.566,2.15,35.7,681,431408,361474
LOAN_000480,11,3/23/2022,8,2022Q4,687,85.19,4.566,1.9,39.9,681,431408,351483
LOAN_000480,12,3/23/2022,9,2022Q4,687,85.19,4.566,1.96,37.3,681,431408,341493
LOAN_000480,1,3/23/2022,10,2023Q1,687,85.19,4.566,2.01,37.1,681,431408,331502
LOAN_000480,2,3/23/2022,11,2023Q1,687,85.19,4.566,2.33,45.5,681,431408,321512
LOAN_000480,3,3/23/2022,12,2023Q1,687,85.19,4.566,2.08,35.1,681,431408,311521
LOAN_000480,4,3/23/2022,13,2023Q2,687,85.19,4.566,1.9,24.9,681,431408,301531
LOAN_000480,5,3/23/2022,14,2023Q2,687,85.19,4.566,2.06,38.3,681,431408,291540
LOAN_000480,6,3/23/2022,15,2023Q2,687,85.19,4.566,1.99,38.5,681,431408,281550
LOAN_000480,7,3/23/2022,16,2023Q3,687,85.19,4.566,1.81,37.9,681,431408,271559
LOAN_000480,8,3/23/2022,17,2023Q3,687,85.19,4.566,2.11,33.3,681,431408,261568
LOAN_000480,9,3/23/2022,18,2023Q3,687,85.19,4.566,2.05,44.8,681,431408,251578
LOAN_000480,10,3/23/2022,19,2023Q4,687,85.19,4.566,2,39.3,681,431408,241587
LOAN_000480,11,3/23/2022,20,2023Q4,687,85.19,4.566,2.02,38.6,681,431408,231597
LOAN_000480,12,3/23/2022,21,2023Q4,687,85.19,4.566,2.03,46.1,681,431408,221606
LOAN_000480,1,3/23/2022,22,2024Q1,687,85.19,4.566,2.14,35.5,681,431408,211616
LOAN_000480,2,3/23/2022,23,2024Q1,687,85.19,4.566,2.03,38.9,681,431408,201625
LOAN_000481,4,3/19/2019,1,2019Q2,712,77.14,4.226,2.21,36.6,707,465109,454421
LOAN_000481,5,3/19/2019,2,2019Q2,712,77.14,4.226,2.06,36.9,707,465109,443734
LOAN_000481,6,3/19/2019,3,2019Q2,712,77.14,4.226,2.15,28.1,707,465109,433046
LOAN_000481,7,3/19/2019,4,2019Q3,712,77.14,4.226,2.27,39.8,707,465109,422359
LOAN_000481,8,3/19/2019,5,2019Q3,712,77.14,4.226,2.18,32.5,707,465109,411672
LOAN_000481,9,3/19/2019,6,2019Q3,712,77.14,4.226,2.17,36.8,707,465109,400984
LOAN_000481,10,3/19/2019,7,2019Q4,712,77.14,4.226,2.21,37.5,707,465109,390297
LOAN_000481,11,3/19/2019,8,2019Q4,712,77.14,4.226,2.14,40.3,707,465109,379610
LOAN_000481,12,3/19/2019,9,2019Q4,712,77.14,4.226,2.14,33.2,707,465109,368922
LOAN_000481,1,3/19/2019,10,2020Q1,712,77.14,4.226,2.23,42,707,465109,358235
LOAN_000481,2,3/19/2019,11,2020Q1,712,77.14,4.226,2.14,28.8,707,465109,347548
LOAN_000481,3,3/19/2019,12,2020Q1,712,77.14,4.226,2.05,36.4,707,465109,336860
LOAN_000481,4,3/19/2019,13,2020Q2,712,77.14,4.226,2.14,33,707,465109,326173
LOAN_000481,5,3/19/2019,14,2020Q2,712,77.14,4.226,2.24,33.1,707,465109,315486
LOAN_000481,6,3/19/2019,15,2020Q2,712,77.14,4.226,2.2,33.4,707,465109,304798
LOAN_000481,7,3/19/2019,16,2020Q3,712,77.14,4.226,2.41,34.7,707,465109,294111
LOAN_000481,8,3/19/2019,17,2020Q3,712,77.14,4.226,2.2,40.2,707,465109,283424
LOAN_000481,9,3/19/2019,18,2020Q3,712,77.14,4.226,2.3,37.5,707,465109,272736
LOAN_000481,10,3/19/2019,19,2020Q4,712,77.14,4.226,2.23,32,707,465109,262049
LOAN_000482,11,10/23/2020,1,2020Q4,745,82.18,4.059,1.4,27.1,750,432268,423087
LOAN_000482,12,10/23/2020,2,2020Q4,745,82.18,4.059,1.25,38.4,750,432268,413906
LOAN_000482,1,10/23/2020,3,2021Q1,745,82.18,4.059,1.37,34.4,750,432268,404726
LOAN_000482,2,10/23/2020,4,2021Q1,745,82.18,4.059,1.31,28.6,750,432268,395545
LOAN_000482,3,10/23/2020,5,2021Q1,745,82.18,4.059,1.32,29.3,750,432268,386365
LOAN_000482,4,10/23/2020,6,2021Q2,745,82.18,4.059,1.17,27.8,750,432268,377184
LOAN_000482,5,10/23/2020,7,2021Q2,745,82.18,4.059,1.45,21.9,750,432268,368004
LOAN_000482,6,10/23/2020,8,2021Q2,745,82.18,4.059,1.74,36.9,750,432268,358823
LOAN_000482,7,10/23/2020,9,2021Q3,745,82.18,4.059,1.36,35.2,750,432268,349643
LOAN_000482,8,10/23/2020,10,2021Q3,745,82.18,4.059,1.47,20.6,750,432268,340462
LOAN_000482,9,10/23/2020,11,2021Q3,745,82.18,4.059,1.34,23.3,750,432268,331282
LOAN_000482,10,10/23/2020,12,2021Q4,745,82.18,4.059,1.45,35,750,432268,322101
LOAN_000482,11,10/23/2020,13,2021Q4,745,82.18,4.059,1.25,25.9,750,432268,312920
LOAN_000482,12,10/23/2020,14,2021Q4,745,82.18,4.059,1.45,31.6,750,432268,303740
LOAN_000482,1,10/23/2020,15,2022Q1,745,82.18,4.059,1.17,38.1,750,432268,294559
LOAN_000482,2,10/23/2020,16,2022Q1,745,82.18,4.059,1.51,31.1,750,432268,285379
LOAN_000482,3,10/23/2020,17,2022Q1,745,82.18,4.059,1.26,28.4,750,432268,276198
LOAN_000483,5,4/17/2023,1,2023Q2,705,80.7,4.373,1.1,36.2,705,402749,393316
LOAN_000483,6,4/17/2023,2,2023Q2,705,80.7,4.373,1.16,36.4,705,402749,383884
LOAN_000483,7,4/17/2023,3,2023Q3,705,80.7,4.373,1.11,37.8,705,402749,374451
LOAN_000483,8,4/17/2023,4,2023Q3,705,80.7,4.373,1.17,17.9,705,402749,365019
LOAN_000483,9,4/17/2023,5,2023Q3,705,80.7,4.373,1.05,24.7,705,402749,355586
LOAN_000483,10,4/17/2023,6,2023Q4,705,80.7,4.373,1.28,22.6,705,402749,346154
LOAN_000483,11,4/17/2023,7,2023Q4,705,80.7,4.373,1.08,36.6,705,402749,336721
LOAN_000484,1,12/23/2019,1,2020Q1,748,90.77,4.141,1.9,31.6,749,581768,570098
LOAN_000484,2,12/23/2019,2,2020Q1,748,90.77,4.141,2.15,21.3,749,581768,558429
LOAN_000484,3,12/23/2019,3,2020Q1,748,90.77,4.141,1.93,29.9,749,581768,546760
LOAN_000484,4,12/23/2019,4,2020Q2,748,90.77,4.141,2.15,26.7,749,581768,535090
LOAN_000484,5,12/23/2019,5,2020Q2,748,90.77,4.141,2.13,32.6,749,581768,523421
LOAN_000484,6,12/23/2019,6,2020Q2,748,90.77,4.141,1.94,31.5,749,581768,511752
LOAN_000484,7,12/23/2019,7,2020Q3,748,90.77,4.141,1.98,39.2,749,581768,500082
LOAN_000484,8,12/23/2019,8,2020Q3,748,90.77,4.141,2.13,34.3,749,581768,488413
LOAN_000484,9,12/23/2019,9,2020Q3,748,90.77,4.141,1.91,30.3,749,581768,476744
LOAN_000484,10,12/23/2019,10,2020Q4,748,90.77,4.141,2.09,26.9,749,581768,465075
LOAN_000484,11,12/23/2019,11,2020Q4,748,90.77,4.141,2.15,32.9,749,581768,453405
LOAN_000484,12,12/23/2019,12,2020Q4,748,90.77,4.141,1.93,35.9,749,581768,441736
LOAN_000484,1,12/23/2019,13,2021Q1,748,90.77,4.141,1.92,37.5,749,581768,430067
LOAN_000484,2,12/23/2019,14,2021Q1,748,90.77,4.141,2.26,33.2,749,581768,418397
